model,conformer_id,rg_mass_weighted,rg_equal_weight,end_to_end,apr1_mean_rsa,apr2_mean_rsa,n_edges,mean_degree,graph_density,n_contacts
0,,45.51671692135202,45.497362136129105,131.4973175722501,0.6694577932357788,0.6671897172927856,305,4.6923076923076925,0.03637447823494335,305
1,,41.41336890060615,41.40194769463633,115.25935005800504,0.551875650882721,0.6226904988288879,390,6.0,0.046511627906976744,390
2,,21.39657181168964,21.449146348199537,22.32988691403866,0.5093785524368286,0.5843198895454407,395,6.076923076923077,0.04710793082886106,395
3,,32.25204146762728,32.21762666320823,73.5902174676955,0.6163569092750549,0.5875458717346191,365,5.615384615384615,0.043530113297555156,365
4,,43.4794855469825,43.498192116441565,91.43997999708189,0.607509195804596,0.634447455406189,344,5.292307692307692,0.041025641025641026,344
5,,30.854505256646576,30.82985851308256,65.14887323286679,0.6906712651252747,0.5517834424972534,357,5.492307692307692,0.04257602862254025,357
6,,30.09900001776677,30.12443510825653,62.51049891844227,0.5026160478591919,0.6103367805480957,352,5.415384615384616,0.04197972570065593,352
7,,27.968466246593195,27.966954363840845,63.01440437394511,0.5649343729019165,0.2995028793811798,379,5.8307692307692305,0.045199761478831244,379
8,,30.46799465690563,30.427542717653818,65.19997243418572,0.6502890586853027,0.5426384806632996,315,4.846153846153846,0.03756708407871199,315
9,,29.571533002719995,29.520700369404626,76.96548346265998,0.4590064287185669,0.6767235994338989,306,4.707692307692308,0.036493738819320214,306
10,,28.368920078029014,28.3331035690325,51.182181322509706,0.6065775752067566,0.5738017559051514,350,5.384615384615385,0.04174120453190221,350
11,,45.3359259549752,45.26910365257669,119.05261766220518,0.6065100431442261,0.6090256571769714,304,4.676923076923077,0.03625521765056649,304
12,,26.99004751640259,26.940589870674735,19.039079180391884,0.6632371544837952,0.5718282461166382,333,5.123076923076923,0.039713774597495526,333
13,,28.622483599594826,28.656901440422804,44.74247451222799,0.7037116289138794,0.6522257328033447,354,5.446153846153846,0.04221824686940966,354
14,,23.250393432485705,23.209165378829518,57.55054052806376,0.3675881624221802,0.6231130361557007,384,5.907692307692308,0.04579606440071556,384
15,,35.019060753267546,35.03747826056181,49.35784876712318,0.721193790435791,0.5557721853256226,333,5.123076923076923,0.039713774597495526,333
16,,68.28236155105981,68.32800967054992,170.369646974475,0.6247155666351318,0.7366353273391724,292,4.492307692307692,0.034824090638044126,292
17,,36.45740590985704,36.34860465678935,52.411828112540974,0.6806941628456116,0.6877242922782898,289,4.446153846153846,0.03446630888491354,289
18,,53.41297986669084,53.33982625322146,123.53673197986146,0.4848518669605255,0.6568964719772339,319,4.907692307692308,0.03804412641621944,319
19,,30.129038709822204,30.063770814401252,59.575456304406174,0.5553497672080994,0.5725418925285339,361,5.553846153846154,0.04305307096004771,361
20,,42.408572441141544,42.3375040734028,134.37579736364174,0.6219525337219238,0.5164464116096497,323,4.969230769230769,0.038521168753726895,323
21,,25.183577155858156,25.157478331123805,55.08541952869778,0.5120814442634583,0.4907344877719879,346,5.323076923076923,0.04126416219439475,346
22,,22.40962494303347,22.37037383766847,24.826537089893375,0.6742539405822754,0.5832897424697876,382,5.876923076923077,0.04555754323196184,382
23,,61.49570800170506,61.499296354687125,181.6477222385982,0.6209529042243958,0.681919515132904,285,4.384615384615385,0.03398926654740608,285
24,,33.59469601551483,33.61638826267208,60.39534972917589,0.5476257801055908,0.5347371697425842,344,5.292307692307692,0.041025641025641026,344
25,,34.34864282651323,34.2280243994105,132.68260858228598,0.43881097435951233,0.5639521479606628,350,5.384615384615385,0.04174120453190221,350
26,,45.37080761039888,45.252050707576004,130.9240255840589,0.5902654528617859,0.6558170318603516,327,5.030769230769231,0.038998211091234344,327
27,,39.81023630008175,39.70138938743647,119.35184639644449,0.5502085089683533,0.7067018151283264,332,5.107692307692307,0.03959451401311866,332
28,,46.3219936549018,46.32702852878689,116.3513279736763,0.653340756893158,0.6861842274665833,339,5.2153846153846155,0.04042933810375671,339
29,,40.64527040530852,40.65195954773258,117.61404475696823,0.5672380328178406,0.5703006982803345,310,4.769230769230769,0.03697078115682767,310
30,,38.10426107514599,38.042490844483744,53.44280440189764,0.6879144906997681,0.7002139687538147,292,4.492307692307692,0.034824090638044126,292
31,,46.57379833790062,46.57940491631117,65.15227380873061,0.5688775181770325,0.6613902449607849,318,4.892307692307693,0.037924865831842576,318
32,,47.95868097471421,47.87628856834531,135.97633654955695,0.654353678226471,0.67135089635849,306,4.707692307692308,0.036493738819320214,306
33,,34.136263372736884,34.04898933251734,72.89520431789428,0.5618472695350647,0.40357762575149536,354,5.446153846153846,0.04221824686940966,354
34,,33.879826848139245,33.81734171431325,85.72377018112519,0.6046442985534668,0.63834148645401,326,5.015384615384615,0.03887895050685748,326
35,,29.571238022393867,29.59117899334483,50.03429720350316,0.5088061690330505,0.5998104810714722,314,4.8307692307692305,0.03744782349433512,314
36,,34.42200629465764,34.388647529932115,115.33584813108831,0.6402671933174133,0.6762621998786926,356,5.476923076923077,0.04245676803816339,355
37,,60.19869547569407,60.22231043895977,153.28768537494287,0.5272486209869385,0.6484922170639038,291,4.476923076923077,0.034704830053667264,291
38,,41.998004672274845,42.02127584967961,56.90384291057624,0.7047086358070374,0.6764460206031799,306,4.707692307692308,0.036493738819320214,306
39,,28.411971530412604,28.33812565191223,82.93210963800915,0.5483300089836121,0.5379979610443115,391,6.015384615384615,0.046630888491353606,391
40,,48.16613068438797,48.198313756484616,100.84780801296992,0.572504997253418,0.6234260201454163,299,4.6,0.03565891472868217,299
41,,29.16345375087395,29.0883565388213,46.5215975224533,0.589287519454956,0.48395442962646484,345,5.3076923076923075,0.04114490161001789,345
42,,43.2503555630183,43.24639452877745,110.9521777361571,0.5880165100097656,0.6220150589942932,339,5.2153846153846155,0.04042933810375671,339
43,,33.708031250242364,33.77070803757722,29.51520760908828,0.47844117879867554,0.47500327229499817,401,6.1692307692307695,0.047823494335122244,401
44,,29.457166757369283,29.45277421285361,64.44223694153803,0.434008926153183,0.5847179293632507,321,4.938461538461539,0.03828264758497316,321
45,,42.66745762823721,42.62388645669706,104.884476773967,0.5856309533119202,0.5960193872451782,308,4.7384615384615385,0.03673225998807394,308
