model,conformer_id,rg_mass_weighted,rg_equal_weight,end_to_end,apr1_mean_rsa,apr2_mean_rsa,n_edges,mean_degree,graph_density,n_contacts
0,10005,60.84761184334158,60.75600267060054,142.40238325045274,0.4244638979434967,0.4729324281215668,1412,6.403628117913832,0.014553700267985982,1412
1,10010,62.58348874974399,62.538030019714455,192.3393735495045,0.5450124740600586,0.6623695492744446,1300,5.895691609977324,0.013399299113584827,1300
2,10022,73.53880236347325,73.42333607427776,222.5350719670766,0.7308236956596375,0.553848922252655,1265,5.736961451247166,0.013038548752834467,1265
3,10031,63.03191265881619,63.010561631012536,122.97882748537229,0.5019274950027466,0.6087633967399597,1268,5.750566893424036,0.013069470212327355,1268
4,10062,49.985963414448015,49.98800899866023,72.68541115689585,0.5913611650466919,0.5617124438285828,1368,6.204081632653061,0.014100185528756958,1368
5,10064,51.91333290090989,51.851792787876015,121.33168734184596,0.377655029296875,0.7203625440597534,1356,6.149659863945578,0.013976499690785404,1356
6,10079,79.15238574480368,79.07228263508495,231.72783816834908,0.515029788017273,0.6474082469940186,1353,6.136054421768708,0.013945578231292517,1353
7,10105,90.71708726640102,90.61447450098972,210.5211334565243,0.5265231728553772,0.5539557337760925,1319,5.981859410430839,0.013595135023706453,1319
8,10127,62.40299591625784,62.29158886521945,164.97695932861106,0.4858211576938629,0.6553215980529785,1337,6.063492063492063,0.01378066378066378,1337
9,10145,75.9148881874116,75.795115577157,218.52977449644095,0.4870169460773468,0.5602697134017944,1355,6.145124716553288,0.01396619253762111,1355
10,10152,98.22721251595675,98.11451673264067,247.34631316165027,0.5683127641677856,0.6509798765182495,1351,6.126984126984127,0.013924963924963925,1351
11,1016,60.38104515910276,60.31656609708206,163.90024893899354,0.3966100215911865,0.6802904009819031,1355,6.145124716553288,0.01396619253762111,1355
12,10170,47.717684310020445,47.72350090508286,75.12305363437925,0.6094086170196533,0.5940475463867188,1373,6.226757369614512,0.014151721294578437,1373
13,10176,57.12410176889947,57.08285885380681,130.27379485647,0.7122488021850586,0.5598694682121277,1283,5.81859410430839,0.013224077509791796,1283
14,10205,52.41141592195284,52.38209322496443,64.57866388623373,0.5069350600242615,0.5461903214454651,1368,6.204081632653061,0.014100185528756958,1368
15,10215,38.854749174916925,38.86199816536503,36.07119838767539,0.6757674813270569,0.47601693868637085,1409,6.390022675736962,0.014522778808493094,1409
16,10221,67.76456716626447,67.82342544868388,117.54188796849728,0.6521662473678589,0.7163445353507996,1297,5.882086167800454,0.01336837765409194,1297
17,10242,76.20767550787728,76.08254969651398,121.39982109454164,0.5167794823646545,0.5025571584701538,1367,6.199546485260771,0.014089878375592661,1367
18,10245,86.89788092487626,86.7677062275869,211.86066225867665,0.606104850769043,0.6934266090393066,1240,5.62358276643991,0.012780869923727067,1240
19,10278,68.98659315093909,68.9013547578885,193.1911592570962,0.693461537361145,0.4944472014904022,1290,5.850340136054422,0.013296227581941867,1290
20,10310,69.55465612940863,69.56102322801159,135.26863992760318,0.5147502422332764,0.5985220670700073,1276,5.786848072562358,0.013151927437641724,1276
21,10314,66.19062621193734,66.17874595139823,95.00577949537941,0.3971567749977112,0.6480700969696045,1317,5.9727891156462585,0.01357452071737786,1317
22,10319,58.50068052485183,58.43232145702356,82.4634669995909,0.6734516024589539,0.7079328894615173,1372,6.222222222222222,0.014141414141414142,1372
23,1031,74.37333372771603,74.26596128096897,228.88053988290784,0.5123231410980225,0.46899178624153137,1352,6.1315192743764175,0.013935271078128222,1352
24,10320,69.521835033713,69.45806090352131,203.22688760063673,0.4654843807220459,0.6490964889526367,1331,6.036281179138322,0.013718820861678005,1331
25,1033,85.91709429805567,85.82361523136282,255.1474988079642,0.6329750418663025,0.6421979069709778,1412,6.403628117913832,0.014553700267985982,1412
26,10377,75.53933498060833,75.4731774654881,236.40529015686877,0.5527777075767517,0.669424831867218,1351,6.126984126984127,0.013924963924963925,1351
27,1038,76.32121616949269,76.27134549623268,214.72995435899182,0.6546434760093689,0.6448079347610474,1323,6.0,0.013636363636363636,1323
28,10394,67.32243206002502,67.20747874398519,236.20182034673968,0.6231265664100647,0.6187587976455688,1307,5.927437641723356,0.0134714491857349,1307
29,10416,59.21580925044306,59.1606016640659,92.33550842329457,0.5661670565605164,0.6780750155448914,1362,6.1768707482993195,0.014038342609771182,1362
30,1042,52.50980772838497,52.53568744166846,100.47908431722055,0.5591787695884705,0.5315009355545044,1352,6.1315192743764175,0.013935271078128222,1352
